Module                         | Self CPU time | CPU time  | Self CUDA time | CUDA time | CPU Mem | CUDA Mem | FLOPs        | Parameters | Calls
   │  │  │  ├── self_attention |               |           |                |           |         |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 925.200us     | 925.200us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 1.081ms       | 3.186ms   | 18.624us       | 37.248us  | 0 b     | 1.74 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |         |          |              |            |      
   │  │  │  │  ├── 0           | 1.395ms       | 3.530ms   | 928.383us      | 1.857ms   | 0 b     | 6.75 Mb  | 929.56MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 1.065ms       | 2.086ms   | 18.720us       | 24.960us  | 0 b     | 2.31 Mb  | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 852.600us     | 852.600us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 1.438ms       | 3.672ms   | 895.203us      | 1.790ms   | 0 b     | 2.15 Mb  | 929.56MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 848.500us     | 848.500us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  ├── encoder_layer_8   |               |           |                |           |         |          |              |            |      
   │  │  │  ├── ln_1           | 1.089ms       | 3.204ms   | 19.104us       | 38.208us  | 0 b     | 1.74 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |         |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 840.400us     | 840.400us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 1.083ms       | 3.177ms   | 18.435us       | 36.870us  | 0 b     | 1.74 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |         |          |              |            |      
   │  │  │  │  ├── 0           | 1.433ms       | 3.582ms   | 1.002ms        | 2.004ms   | 0 b     | 6.75 Mb  | 929.56MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 1.118ms       | 2.195ms   | 17.952us       | 23.936us  | 0 b     | 2.31 Mb  | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 868.300us     | 868.300us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 1.403ms       | 3.580ms   | 887.796us      | 1.776ms   | 0 b     | 2.15 Mb  | 929.56MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 851.900us     | 851.900us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  ├── encoder_layer_9   |               |           |                |           |         |          |              |            |      
   │  │  │  ├── ln_1           | 1.057ms       | 3.112ms   | 18.624us       | 37.248us  | 0 b     | 1.74 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |         |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 843.500us     | 843.500us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 1.062ms       | 3.127ms   | 18.429us       | 36.858us  | 0 b     | 1.74 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |         |          |              |            |      
   │  │  │  │  ├── 0           | 1.394ms       | 3.504ms   | 956.241us      | 1.912ms   | 0 b     | 6.75 Mb  | 929.56MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 1.004ms       | 1.974ms   | 18.048us       | 24.064us  | 0 b     | 2.31 Mb  | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 773.800us     | 773.800us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 1.344ms       | 3.375ms   | 937.638us      | 1.875ms   | 0 b     | 2.15 Mb  | 929.56MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 882.700us     | 882.700us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  ├── encoder_layer_10  |               |           |                |           |         |          |              |            |      
   │  │  │  ├── ln_1           | 1.071ms       | 3.152ms   | 19.200us       | 38.400us  | 0 b     | 1.74 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |         |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 891.800us     | 891.800us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 1.067ms       | 3.145ms   | 19.008us       | 38.016us  | 0 b     | 1.74 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |         |          |              |            |      
   │  │  │  │  ├── 0           | 1.384ms       | 3.462ms   | 957.288us      | 1.915ms   | 0 b     | 6.75 Mb  | 929.56MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 1.085ms       | 2.133ms   | 17.949us       | 23.932us  | 0 b     | 2.31 Mb  | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 824.200us     | 824.200us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 1.470ms       | 3.747ms   | 943.014us      | 1.886ms   | 0 b     | 2.15 Mb  | 929.56MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 835.300us     | 835.300us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  └── encoder_layer_11  |               |           |                |           |         |          |              |            |      
   │  │     ├── ln_1           | 1.056ms       | 3.111ms   | 18.816us       | 37.632us  | 0 b     | 1.74 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │     ├── self_attention |               |           |                |           |         |          |              |            |      
   │  │     │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │     ├── dropout        | 793.900us     | 793.900us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │     ├── ln_2           | 1.056ms       | 3.103ms   | 18.336us       | 36.672us  | 0 b     | 1.74 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │     └── mlp            |               |           |                |           |         |          |              |            |      
   │  │        ├── 0           | 1.377ms       | 3.480ms   | 926.886us      | 1.854ms   | 0 b     | 6.75 Mb  | 929.56MFLOPs | 2.36M      | 1    
   │  │        ├── 1           | 995.900us     | 1.958ms   | 18.144us       | 24.192us  | 0 b     | 2.31 Mb  | 0 FLOPs      | 0          | 1    
   │  │        ├── 2           | 866.300us     | 866.300us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │        ├── 3           | 1.295ms       | 3.259ms   | 894.147us      | 1.788ms   | 0 b     | 2.15 Mb  | 929.56MFLOPs | 2.36M      | 1    
   │           └── 4           | 938.500us     | 938.500us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  └── ln                   | 1.054ms       | 3.109ms   | 18.912us       | 37.824us  | 0 b     | 1.74 Mb  | 0 FLOPs      | 1.54K      | 1    
   └── heads                   |               |           |                |           |         |          |              |            |      
      └── head                 | 1.084ms       | 3.063ms   | 58.848us       | 117.696us | 0 b     | 1.01 Mb  | 1.54MFLOPs   | 769.00K    | 1    

