Module                         | Self CPU time | CPU time  | Self CUDA time | CUDA time | CPU Mem   | CUDA Mem | FLOPs       | Parameters | Calls
   │  │  │  ├── ln_1           | 600.900us     | 1.201ms   | 0.000ns        | 0.000ns   | 55.48 Mb  | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 2.400us       | 2.400us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 612.800us     | 1.227ms   | 0.000ns        | 0.000ns   | 55.50 Mb  | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |             |            |      
   │  │  │  │  ├── 0           | 21.765ms      | 45.152ms  | 0.000ns        | 0.000ns   | 147.75 Mb | 0 b      | 29.75GFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 3.394ms       | 3.394ms   | 0.000ns        | 0.000ns   | 73.88 Mb  | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 2.000us       | 2.000us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 17.302ms      | 34.917ms  | 0.000ns        | 0.000ns   | 36.94 Mb  | 0 b      | 29.75GFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.900us       | 1.900us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  ├── encoder_layer_8   |               |           |                |           |           |          |             |            |      
   │  │  │  ├── ln_1           | 621.300us     | 1.242ms   | 0.000ns        | 0.000ns   | 55.50 Mb  | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 2.200us       | 2.200us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 619.400us     | 1.238ms   | 0.000ns        | 0.000ns   | 55.50 Mb  | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |             |            |      
   │  │  │  │  ├── 0           | 21.997ms      | 45.641ms  | 0.000ns        | 0.000ns   | 147.75 Mb | 0 b      | 29.75GFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 3.263ms       | 3.263ms   | 0.000ns        | 0.000ns   | 73.88 Mb  | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 2.000us       | 2.000us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 17.142ms      | 34.628ms  | 0.000ns        | 0.000ns   | 36.94 Mb  | 0 b      | 29.75GFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.400us       | 1.400us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  ├── encoder_layer_9   |               |           |                |           |           |          |             |            |      
   │  │  │  ├── ln_1           | 636.200us     | 1.270ms   | 0.000ns        | 0.000ns   | 55.50 Mb  | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 2.600us       | 2.600us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 629.000us     | 1.258ms   | 0.000ns        | 0.000ns   | 55.50 Mb  | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |             |            |      
   │  │  │  │  ├── 0           | 18.709ms      | 39.006ms  | 0.000ns        | 0.000ns   | 147.75 Mb | 0 b      | 29.75GFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 3.296ms       | 3.296ms   | 0.000ns        | 0.000ns   | 73.88 Mb  | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 2.000us       | 2.000us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 17.506ms      | 35.409ms  | 0.000ns        | 0.000ns   | 36.94 Mb  | 0 b      | 29.75GFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.500us       | 1.500us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  ├── encoder_layer_10  |               |           |                |           |           |          |             |            |      
   │  │  │  ├── ln_1           | 655.700us     | 1.313ms   | 0.000ns        | 0.000ns   | 55.50 Mb  | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |           |          |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 2.600us       | 2.600us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 673.900us     | 1.350ms   | 0.000ns        | 0.000ns   | 55.50 Mb  | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |           |          |             |            |      
   │  │  │  │  ├── 0           | 19.899ms      | 41.393ms  | 0.000ns        | 0.000ns   | 147.75 Mb | 0 b      | 29.75GFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 3.408ms       | 3.408ms   | 0.000ns        | 0.000ns   | 73.88 Mb  | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 9.300us       | 9.300us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 17.049ms      | 34.409ms  | 0.000ns        | 0.000ns   | 36.94 Mb  | 0 b      | 29.75GFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.900us       | 1.900us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │  └── encoder_layer_11  |               |           |                |           |           |          |             |            |      
   │  │     ├── ln_1           | 865.300us     | 1.732ms   | 0.000ns        | 0.000ns   | 55.50 Mb  | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │     ├── self_attention |               |           |                |           |           |          |             |            |      
   │  │     │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 590.59K    | 0    
   │  │     ├── dropout        | 2.900us       | 2.900us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │     ├── ln_2           | 608.500us     | 1.219ms   | 0.000ns        | 0.000ns   | 55.50 Mb  | 0 b      | 0 FLOPs     | 1.54K      | 1    
   │  │     └── mlp            |               |           |                |           |           |          |             |            |      
   │  │        ├── 0           | 19.748ms      | 41.654ms  | 0.000ns        | 0.000ns   | 147.75 Mb | 0 b      | 29.75GFLOPs | 2.36M      | 1    
   │  │        ├── 1           | 3.398ms       | 3.398ms   | 0.000ns        | 0.000ns   | 73.88 Mb  | 0 b      | 0 FLOPs     | 0          | 1    
   │  │        ├── 2           | 1.800us       | 1.800us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  │        ├── 3           | 17.102ms      | 34.498ms  | 0.000ns        | 0.000ns   | 36.94 Mb  | 0 b      | 29.75GFLOPs | 2.36M      | 1    
   │           └── 4           | 1.700us       | 1.700us   | 0.000ns        | 0.000ns   | 0 b       | 0 b      | 0 FLOPs     | 0          | 1    
   │  └── ln                   | 712.800us     | 1.425ms   | 0.000ns        | 0.000ns   | 55.50 Mb  | 0 b      | 0 FLOPs     | 1.54K      | 1    
   └── heads                   |               |           |                |           |           |          |             |            |      
      └── head                 | 304.000us     | 626.650us | 0.000ns        | 0.000ns   | 250.00 Kb | 0 b      | 49.15MFLOPs | 769.00K    | 1    

