Module                         | Self CPU time | CPU time  | Self CUDA time | CUDA time | CPU Mem | CUDA Mem  | FLOPs       | Parameters | Calls
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 945.600us     | 945.600us | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 1.178ms       | 3.475ms   | 14.784us       | 29.568us  | 0 b     | 155.00 Kb | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |         |           |             |            |      
   │  │  │  │  ├── 0           | 1.286ms       | 3.663ms   | 248.070us      | 496.140us | 0 b     | 1.40 Mb   | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 1.093ms       | 2.145ms   | 7.104us        | 9.472us   | 0 b     | 204.00 Kb | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 916.400us     | 916.400us | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 1.300ms       | 3.608ms   | 340.416us      | 680.832us | 0 b     | 1.10 Mb   | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 893.500us     | 893.500us | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │  ├── encoder_layer_8   |               |           |                |           |         |           |             |            |      
   │  │  │  ├── ln_1           | 1.139ms       | 3.355ms   | 15.744us       | 31.488us  | 0 b     | 155.00 Kb | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |         |           |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 911.300us     | 911.300us | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 1.160ms       | 3.416ms   | 14.784us       | 29.568us  | 0 b     | 155.00 Kb | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |         |           |             |            |      
   │  │  │  │  ├── 0           | 1.313ms       | 3.736ms   | 252.096us      | 504.192us | 0 b     | 1.40 Mb   | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 1.304ms       | 2.562ms   | 7.296us        | 9.728us   | 0 b     | 204.00 Kb | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 1.228ms       | 1.228ms   | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 1.813ms       | 4.811ms   | 322.458us      | 644.916us | 0 b     | 1.10 Mb   | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 952.000us     | 952.000us | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │  ├── encoder_layer_9   |               |           |                |           |         |           |             |            |      
   │  │  │  ├── ln_1           | 1.566ms       | 4.602ms   | 15.840us       | 31.680us  | 0 b     | 155.00 Kb | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |         |           |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 1.057ms       | 1.057ms   | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 1.387ms       | 4.089ms   | 14.880us       | 29.760us  | 0 b     | 155.00 Kb | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |         |           |             |            |      
   │  │  │  │  ├── 0           | 1.356ms       | 3.833ms   | 255.744us      | 511.488us | 0 b     | 1.40 Mb   | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 1.160ms       | 2.280ms   | 7.104us        | 9.472us   | 0 b     | 204.00 Kb | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 1.230ms       | 1.230ms   | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 1.436ms       | 3.971ms   | 353.952us      | 707.904us | 0 b     | 1.10 Mb   | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 927.600us     | 927.600us | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │  ├── encoder_layer_10  |               |           |                |           |         |           |             |            |      
   │  │  │  ├── ln_1           | 1.254ms       | 3.685ms   | 15.744us       | 31.488us  | 0 b     | 155.00 Kb | 0 FLOPs     | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |         |           |             |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 590.59K    | 0    
   │  │  │  ├── dropout        | 957.200us     | 957.200us | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │  │  ├── ln_2           | 1.220ms       | 3.599ms   | 14.784us       | 29.568us  | 0 b     | 155.00 Kb | 0 FLOPs     | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |         |           |             |            |      
   │  │  │  │  ├── 0           | 1.367ms       | 3.905ms   | 248.154us      | 496.308us | 0 b     | 1.40 Mb   | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 1.157ms       | 2.257ms   | 7.200us        | 9.600us   | 0 b     | 204.00 Kb | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 2           | 951.700us     | 951.700us | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │  │  │  ├── 3           | 1.296ms       | 3.602ms   | 325.827us      | 651.654us | 0 b     | 1.10 Mb   | 80.22MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 1.034ms       | 1.034ms   | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │  └── encoder_layer_11  |               |           |                |           |         |           |             |            |      
   │  │     ├── ln_1           | 1.213ms       | 3.575ms   | 15.552us       | 31.104us  | 0 b     | 155.00 Kb | 0 FLOPs     | 1.54K      | 1    
   │  │     ├── self_attention |               |           |                |           |         |           |             |            |      
   │  │     │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 590.59K    | 0    
   │  │     ├── dropout        | 950.600us     | 950.600us | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │     ├── ln_2           | 1.255ms       | 3.700ms   | 15.072us       | 30.144us  | 0 b     | 155.00 Kb | 0 FLOPs     | 1.54K      | 1    
   │  │     └── mlp            |               |           |                |           |         |           |             |            |      
   │  │        ├── 0           | 1.472ms       | 4.186ms   | 249.024us      | 498.048us | 0 b     | 1.40 Mb   | 80.22MFLOPs | 2.36M      | 1    
   │  │        ├── 1           | 1.378ms       | 2.694ms   | 7.008us        | 9.344us   | 0 b     | 204.00 Kb | 0 FLOPs     | 0          | 1    
   │  │        ├── 2           | 961.100us     | 961.100us | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  │        ├── 3           | 1.632ms       | 4.598ms   | 327.066us      | 654.132us | 0 b     | 1.10 Mb   | 80.22MFLOPs | 2.36M      | 1    
   │           └── 4           | 1.100ms       | 1.100ms   | 0.000ns        | 0.000ns   | 0 b     | 0 b       | 0 FLOPs     | 0          | 1    
   │  └── ln                   | 1.554ms       | 4.459ms   | 15.648us       | 31.296us  | 0 b     | 155.00 Kb | 0 FLOPs     | 1.54K      | 1    
   └── heads                   |               |           |                |           |         |           |             |            |      
      └── head                 | 1.844ms       | 5.084ms   | 59.037us       | 118.074us | 0 b     | 1.01 Mb   | 1.54MFLOPs  | 769.00K    | 1    

