Module                         | Self CPU time | CPU time  | Self CUDA time | CUDA time | CPU Mem | CUDA Mem | FLOPs        | Parameters | Calls
   │  │  │  ├── self_attention |               |           |                |           |         |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 837.800us     | 837.800us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 1.045ms       | 3.082ms   | 17.949us       | 35.898us  | 0 b     | 1.20 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |         |          |              |            |      
   │  │  │  │  ├── 0           | 1.261ms       | 3.301ms   | 671.502us      | 1.343ms   | 0 b     | 5.00 Mb  | 641.73MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 1.032ms       | 2.033ms   | 13.344us       | 17.792us  | 0 b     | 2.00 Mb  | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 840.600us     | 840.600us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 1.318ms       | 3.378ms   | 800.547us      | 1.601ms   | 0 b     | 1.80 Mb  | 641.73MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 841.000us     | 841.000us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  ├── encoder_layer_8   |               |           |                |           |         |          |              |            |      
   │  │  │  ├── ln_1           | 1.081ms       | 3.188ms   | 17.571us       | 35.142us  | 0 b     | 1.20 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |         |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 840.100us     | 840.100us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 1.052ms       | 3.097ms   | 18.624us       | 37.248us  | 0 b     | 1.20 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |         |          |              |            |      
   │  │  │  │  ├── 0           | 1.307ms       | 3.454ms   | 666.138us      | 1.332ms   | 0 b     | 5.00 Mb  | 641.73MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 1.026ms       | 2.018ms   | 13.824us       | 18.432us  | 0 b     | 2.00 Mb  | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 841.200us     | 841.200us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 1.354ms       | 3.496ms   | 806.553us      | 1.613ms   | 0 b     | 1.80 Mb  | 641.73MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 841.200us     | 841.200us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  ├── encoder_layer_9   |               |           |                |           |         |          |              |            |      
   │  │  │  ├── ln_1           | 1.058ms       | 3.110ms   | 17.469us       | 34.938us  | 0 b     | 1.20 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |         |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 855.000us     | 855.000us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 1.062ms       | 3.127ms   | 17.376us       | 34.752us  | 0 b     | 1.20 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |         |          |              |            |      
   │  │  │  │  ├── 0           | 1.325ms       | 3.457ms   | 695.796us      | 1.392ms   | 0 b     | 5.00 Mb  | 641.73MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 1.038ms       | 2.042ms   | 13.728us       | 18.304us  | 0 b     | 2.00 Mb  | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 836.000us     | 836.000us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 1.348ms       | 3.466ms   | 797.097us      | 1.594ms   | 0 b     | 1.80 Mb  | 641.73MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 864.900us     | 864.900us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  ├── encoder_layer_10  |               |           |                |           |         |          |              |            |      
   │  │  │  ├── ln_1           | 1.075ms       | 3.165ms   | 17.952us       | 35.904us  | 0 b     | 1.20 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  ├── self_attention |               |           |                |           |         |          |              |            |      
   │  │  │  │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │  │  ├── dropout        | 891.200us     | 891.200us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  ├── ln_2           | 1.085ms       | 3.200ms   | 17.664us       | 35.328us  | 0 b     | 1.20 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │  │  └── mlp            |               |           |                |           |         |          |              |            |      
   │  │  │  │  ├── 0           | 1.322ms       | 3.495ms   | 664.605us      | 1.329ms   | 0 b     | 5.00 Mb  | 641.73MFLOPs | 2.36M      | 1    
   │  │  │  │  ├── 1           | 1.041ms       | 2.050ms   | 13.536us       | 18.048us  | 0 b     | 2.00 Mb  | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 2           | 843.700us     | 843.700us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── 3           | 1.411ms       | 3.732ms   | 781.914us      | 1.564ms   | 0 b     | 1.80 Mb  | 641.73MFLOPs | 2.36M      | 1    
   │  │  │  │  └── 4           | 856.700us     | 856.700us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │  └── encoder_layer_11  |               |           |                |           |         |          |              |            |      
   │  │     ├── ln_1           | 1.047ms       | 3.086ms   | 17.373us       | 34.746us  | 0 b     | 1.20 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │     ├── self_attention |               |           |                |           |         |          |              |            |      
   │  │     │  └── out_proj    | 0.000ns       | 0.000ns   | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 590.59K    | 0    
   │  │     ├── dropout        | 832.600us     | 832.600us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │     ├── ln_2           | 1.065ms       | 3.140ms   | 17.088us       | 34.176us  | 0 b     | 1.20 Mb  | 0 FLOPs      | 1.54K      | 1    
   │  │     └── mlp            |               |           |                |           |         |          |              |            |      
   │  │        ├── 0           | 1.316ms       | 3.468ms   | 671.691us      | 1.343ms   | 0 b     | 5.00 Mb  | 641.73MFLOPs | 2.36M      | 1    
   │  │        ├── 1           | 1.068ms       | 2.097ms   | 13.824us       | 18.432us  | 0 b     | 2.00 Mb  | 0 FLOPs      | 0          | 1    
   │  │        ├── 2           | 847.800us     | 847.800us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  │        ├── 3           | 1.377ms       | 3.561ms   | 772.203us      | 1.544ms   | 0 b     | 1.80 Mb  | 641.73MFLOPs | 2.36M      | 1    
   │           └── 4           | 855.200us     | 855.200us | 0.000ns        | 0.000ns   | 0 b     | 0 b      | 0 FLOPs      | 0          | 1    
   │  └── ln                   | 1.065ms       | 3.138ms   | 18.144us       | 36.288us  | 0 b     | 1.20 Mb  | 0 FLOPs      | 1.54K      | 1    
   └── heads                   |               |           |                |           |         |          |              |            |      
      └── head                 | 1.103ms       | 3.232ms   | 54.045us       | 108.090us | 0 b     | 1.06 Mb  | 12.29MFLOPs  | 769.00K    | 1    

